t,pos_deg,spd_erpm,cur_a,temp_c,err
4.634984016418457,2648.0,0.0,0.0,34,0
4.6555562019348145,2648.0,0.0,0.0,34,0
4.674558877944946,2648.0,0.0,0.0,34,0
4.695019006729126,2648.0,0.0,0.0,34,0
4.715124607086182,2648.0,0.0,0.0,34,0
4.735075950622559,2648.0,0.0,0.0,34,0
4.75519061088562,2648.0,0.0,0.0,34,0
4.774578094482422,2648.0,0.0,0.0,34,0
4.794563293457031,2648.0,0.0,0.0,34,0
4.814872980117798,2648.0,0.0,0.0,34,0
4.835174083709717,2648.0,0.0,0.0,34,0
4.8552045822143555,2648.0,0.0,0.0,34,0
4.874559640884399,2648.0,0.0,0.0,34,0
4.894597053527832,2648.0,0.0,0.0,34,0
4.914932012557983,2648.0,0.0,0.0,34,0
4.935043096542358,2648.0,0.0,0.0,34,0
4.955209016799927,2648.0,0.0,0.0,34,0
4.974628925323486,2648.0,0.0,0.0,34,0
4.994549512863159,2648.0,0.0,0.0,34,0
5.015122175216675,2648.0,0.0,0.0,34,0
5.035058498382568,2648.0,0.0,0.0,34,0
5.0551557540893555,2648.0,0.0,0.0,34,0
5.074531555175781,2648.0,0.0,0.0,34,0
5.095026731491089,2648.0,0.0,0.0,34,0
5.114550352096558,2648.0,0.0,0.0,34,0
5.135289430618286,2648.0,0.0,0.0,34,0
5.155292272567749,2648.0,0.0,0.0,34,0
5.174661636352539,2648.0,0.0,0.0,34,0
5.19458270072937,2648.0,0.0,0.0,34,0
5.214767932891846,2648.0,0.0,0.0,34,0
5.234627962112427,2648.0,0.0,0.0,34,0
5.255034446716309,2648.0,0.0,0.0,34,0
5.274517297744751,2648.0,0.0,0.0,34,0
5.295104742050171,2648.0,0.0,0.0,34,0
5.314533948898315,2648.0,0.0,0.0,34,0
5.334644317626953,2648.0,0.0,0.0,34,0
5.355595111846924,2648.0,0.0,0.0,34,0
5.374552249908447,2648.0,0.0,0.0,34,0
5.395477056503296,2648.0,0.0,0.0,34,0
5.414523363113403,2648.0,0.0,0.0,34,0
5.435005187988281,2648.0,0.0,0.0,34,0
5.455146789550781,2648.0,0.0,0.0,34,0
5.474553108215332,2648.0,0.0,0.0,34,0
5.494947195053101,2648.0,0.0,0.0,34,0
5.514560699462891,2648.0,0.0,0.0,34,0
5.535025119781494,2648.0,0.0,0.0,34,0
5.55527138710022,2648.0,0.0,0.0,34,0
5.574537754058838,2648.0,0.0,0.0,34,0
5.5945515632629395,2648.0,0.0,0.0,34,0
5.615001201629639,2648.0,0.0,0.0,34,0
5.634475946426392,2648.0,0.0,0.0,34,0
5.65524959564209,2648.0,0.0,0.0,34,0
5.674548149108887,2648.0,0.0,0.0,34,0
5.695299863815308,2648.0,0.0,0.0,34,0
5.715017080307007,2648.0,0.0,0.0,34,0
5.734519720077515,2648.0,0.0,0.0,34,0
5.754925489425659,2648.0,0.0,0.0,34,0
5.774534702301025,2648.0,0.0,0.0,34,0
5.794659376144409,2648.0,0.0,0.0,34,0
